Customer_ID,Age,Income_Level,Employment_Status,Credit_Score,Card_Issuance_Date,Monthly_Spend,Delinquency_Status,Outstanding_Balance,Bank_Name,Region,Delinquency_Reason,Card_Utilization,Regulatory_Change,Net_Growth_Impact
1754,18,High,Employed,704,2020-12-13,87047.5,1,345974.15,ICICI,West,Job Loss,39.07,1,1
1755,42,Low,Employed,681,2020-07-09,3510.83,0,9939.23,Others,East,None,48.72,0,0
1756,50,Medium,Student,707,2021-03-10,32494.35,0,42679.93,Others,South,None,71.4,1,1
1757,35,Medium,Employed,774,2022-02-27,33400.05,0,102371.47,SBI,West,None,54.67,0,1
1758,46,Low,Employed,617,2022-12-05,11188.56,0,22150.61,HDFC,Central,None,48.96,0,0
1759,53,Low,Self-Employed,606,2020-11-10,11836.64,1,8857.16,Kotak Mahindra,East,Overspending,51.74,0,0
1760,50,Low,Self-Employed,760,2022-03-25,4463.75,0,18360.35,HDFC,North,None,38.74,0,1
1761,53,Medium,Employed,709,2022-05-08,10305.58,0,17280.26,HDFC,Central,None,40.93,1,1
1762,44,Medium,Unemployed,562,2021-04-02,15270.07,0,57882.28,ICICI,South,None,8.46,0,0
1763,37,Medium,Employed,758,2020-05-24,22666.95,0,87921.9,Kotak Mahindra,North,None,26.05,0,1
1764,20,Low,Student,680,2020-12-11,6493.23,0,18881.4,ICICI,North,None,39.09,0,0
1765,34,High,Employed,832,2020-06-21,25060.26,0,41300.8,IDFC First,West,None,49.52,0,1
1766,28,Medium,Employed,685,2020-12-12,12972.98,0,47727.26,SBI,North,None,31.45,0,1
1767,58,High,Employed,766,2020-07-15,33918.39,0,57410.3,Kotak Mahindra,West,None,88.13,0,0
1768,35,Medium,Employed,613,2021-06-30,28601.8,0,70197.5,HDFC,North,None,56.01,0,1
1769,38,High,Employed,783,2021-05-06,18423.72,0,41603.23,ICICI,West,None,45.13,0,1
1770,42,High,Self-Employed,736,2022-12-15,51321.91,0,108597.0,SBI,South,None,11.61,0,1
1771,37,Medium,Employed,796,2021-09-27,25250.5,0,69267.48,HDFC,Central,None,39.1,0,0
1772,53,Low,Self-Employed,746,2020-12-15,5387.58,0,4407.39,IDFC First,Central,None,50.27,0,0
1773,30,High,Employed,694,2021-06-17,45918.52,0,83439.41,IDFC First,South,None,38.59,0,1
1774,38,Medium,Employed,629,2021-02-24,31863.47,0,50883.44,SBI,East,None,37.65,0,1
1775,29,High,Student,623,2020-08-22,33515.65,0,102156.53,Others,Central,None,37.19,0,1
1776,23,Medium,Unemployed,524,2021-11-11,12276.92,1,39361.72,HDFC,East,Job Loss,26.06,0,0
1777,30,Medium,Employed,644,2021-02-01,10377.53,0,23871.57,HDFC,Central,None,15.1,0,1
1778,36,Low,Employed,725,2020-12-11,3775.0,0,11767.99,RBL,Central,None,83.73,0,0
1779,32,Low,Self-Employed,677,2020-02-01,11954.04,0,29085.31,HDFC,North,None,20.06,0,1
1780,30,High,Employed,686,2020-09-30,38857.52,0,85850.91,Kotak Mahindra,East,None,31.04,0,0
1781,22,Low,Employed,652,2023-03-30,0.0,0,0.0,Kotak Mahindra,East,None,45.07,1,0
1782,36,Low,Employed,593,2020-08-03,14273.83,0,38730.41,IDFC First,West,None,0.0,0,1
1783,21,Medium,Employed,710,2021-08-04,18193.9,0,26189.65,ICICI,Central,None,71.25,0,1
1784,44,Medium,Employed,722,2023-09-26,24800.97,0,85230.03,Others,West,None,63.64,0,1
1785,37,Low,Self-Employed,620,2021-11-19,11007.73,0,11747.14,HDFC,Central,None,10.04,0,1
1786,22,Low,Employed,667,2021-06-11,3829.19,0,4559.63,Federal,Central,None,33.57,0,0
1787,33,Medium,Employed,792,2022-04-25,7695.13,0,11344.84,SBI,West,None,59.2,0,1
1788,29,Low,Self-Employed,749,2020-02-13,3165.5,0,7845.45,HDFC,North,None,39.58,0,0
1789,40,Medium,Self-Employed,590,2020-11-15,18049.13,0,73396.55,ICICI,South,None,60.17,0,0
1790,50,Low,Employed,694,2020-08-17,10187.77,0,38587.3,Federal,West,None,70.65,0,0
1791,18,High,Unemployed,717,2022-11-27,77268.19,0,122485.97,Axis,South,None,24.19,0,1
1792,38,High,Self-Employed,667,2020-01-22,57955.2,0,138712.95,HDFC,East,None,49.93,0,1
1793,35,Medium,Employed,683,2020-12-27,352.21,0,444.24,Axis,West,None,15.93,0,1
1794,43,Low,Employed,765,2021-03-17,7237.48,0,13069.2,HDFC,North,None,30.78,0,0
1795,39,Medium,Self-Employed,739,2021-02-02,0.0,0,0.0,SBI,Central,None,41.38,0,0
1796,29,Medium,Employed,756,2022-11-16,29604.94,0,67984.35,HDFC,Central,None,43.22,1,1
1797,33,Low,Employed,684,2021-02-02,7004.06,0,25774.1,Axis,North,None,23.08,0,0
1798,29,High,Self-Employed,719,2022-02-25,40706.14,0,134830.28,Others,West,None,52.33,0,1
1799,47,Medium,Employed,789,2023-01-29,17637.42,0,32087.8,HDFC,West,None,10.81,0,0
1800,37,High,Self-Employed,677,2021-07-10,41510.89,0,68167.99,HDFC,North,None,22.79,0,0
1801,56,Low,Employed,675,2021-09-12,4571.81,0,11236.86,RBL,West,None,61.49,0,1
1802,36,Low,Employed,773,2021-10-25,8490.99,0,20059.8,HDFC,West,None,24.11,0,0
1803,29,High,Employed,822,2020-12-13,20997.23,0,71195.22,IDFC First,East,None,45.64,0,1
1804,21,Medium,Employed,826,2020-07-31,22909.64,0,50941.71,Federal,South,None,72.92,0,0
1805,18,Medium,Self-Employed,657,2022-04-27,22705.39,0,76817.45,Others,South,None,39.86,0,1
1806,21,Medium,Self-Employed,663,2021-11-06,24783.99,0,45403.46,HDFC,West,None,67.12,1,0
1807,39,Low,Employed,638,2021-03-20,7504.9,0,18967.86,Kotak Mahindra,West,None,12.99,0,0
1808,42,Medium,Student,667,2020-10-24,30390.75,0,45792.94,Axis,West,None,28.51,0,0
1809,21,Low,Employed,635,2022-09-24,17092.73,0,13637.16,SBI,West,None,44.59,0,1
1810,45,Medium,Employed,668,2020-02-25,4659.54,0,7390.73,SBI,Central,None,19.42,0,0
1811,32,Medium,Employed,742,2020-10-22,7331.63,0,22028.13,Kotak Mahindra,West,None,30.81,0,0
1812,38,High,Employed,723,2021-12-22,36581.38,0,141396.54,ICICI,East,None,43.26,0,0
1813,53,Medium,Self-Employed,571,2021-10-31,15480.4,0,36500.72,HDFC,West,None,43.51,0,1
1814,45,Low,Employed,794,2021-01-04,10374.93,0,30711.47,SBI,South,None,33.84,0,1
1815,34,Medium,Employed,634,2020-02-24,24754.32,0,53764.67,IDFC First,East,None,3.61,0,0
1816,28,Low,Employed,642,2020-08-22,9498.83,0,19272.76,HDFC,Central,None,27.16,0,1
1817,18,Low,Self-Employed,605,2022-10-12,0.0,0,0.0,ICICI,North,None,11.96,0,0
1818,29,Low,Unemployed,590,2021-03-29,8981.19,0,34126.04,HDFC,South,None,38.58,0,0
1819,34,Medium,Self-Employed,626,2021-12-29,38519.11,0,150688.88,ICICI,South,None,39.57,0,0
1820,27,Low,Employed,647,2020-05-05,10581.84,0,35342.62,HDFC,North,None,37.57,0,0
1821,35,Medium,Employed,552,2021-09-12,19335.29,0,42222.37,Federal,West,None,21.33,0,1
1822,37,High,Employed,707,2020-10-25,52362.2,0,100072.54,HDFC,West,None,7.06,0,0
1823,34,Medium,Employed,713,2020-04-05,11351.66,0,9511.87,HDFC,East,None,68.69,0,1
1824,30,Low,Unemployed,764,2020-09-30,10087.57,1,44728.62,Axis,West,Overspending,40.49,1,0
1825,38,Low,Employed,729,2022-05-08,7894.36,0,7985.09,Kotak Mahindra,Central,None,33.82,0,0
1826,41,Medium,Employed,670,2021-09-14,8562.93,0,21736.43,RBL,East,None,38.74,0,1
1827,26,High,Employed,627,2022-10-04,44913.33,0,40377.93,Federal,North,None,13.62,0,1
1828,51,Low,Employed,694,2021-12-19,8219.94,0,29353.26,HDFC,North,None,65.85,0,0
1829,36,High,Employed,726,2021-12-02,56147.12,1,161909.23,ICICI,North,Overspending,26.26,0,0
1830,37,Medium,Employed,669,2020-09-17,21330.59,0,81457.09,HDFC,West,None,37.95,1,1
1831,44,Medium,Employed,703,2021-11-04,22063.84,0,59836.27,RBL,East,None,49.94,0,0
1832,39,High,Student,773,2021-11-11,42972.83,0,137485.24,SBI,Central,None,54.78,0,1
1833,46,Medium,Employed,676,2021-09-10,21336.94,0,60861.67,Kotak Mahindra,North,None,39.74,0,1
1834,39,High,Unemployed,516,2021-01-05,62787.13,0,236700.3,SBI,South,None,20.01,0,1
1835,30,Low,Self-Employed,732,2021-02-23,11580.78,0,33033.81,HDFC,South,None,52.09,1,1
1836,40,Medium,Self-Employed,698,2022-06-16,10620.02,0,37071.26,HDFC,Central,None,57.11,0,0
1837,25,Medium,Employed,597,2020-08-13,18744.08,0,84717.48,HDFC,Central,None,63.64,0,1
1838,38,Low,Employed,725,2021-12-23,958.86,0,1626.31,SBI,Central,None,50.87,0,0
1839,36,Medium,Self-Employed,620,2023-09-23,34911.85,0,61676.31,HDFC,Central,None,82.25,0,1
1840,34,Low,Employed,726,2021-08-28,4516.86,0,16914.84,ICICI,South,None,43.02,0,1
1841,35,Low,Employed,814,2022-04-23,4196.97,0,11534.31,SBI,Central,None,44.04,0,0
1842,18,Low,Employed,689,2021-11-21,17127.29,0,47489.9,RBL,South,None,64.76,1,0
1843,31,Medium,Self-Employed,744,2020-05-13,14039.2,0,44359.93,Others,East,None,72.36,0,1
1844,37,High,Student,586,2021-12-10,21002.12,0,57531.05,ICICI,East,None,67.98,0,1
1845,38,Medium,Employed,608,2021-01-22,26585.6,0,24266.06,ICICI,South,None,38.66,0,1
1846,26,Medium,Employed,821,2021-03-09,19911.3,0,54927.34,ICICI,West,None,55.47,0,1
1847,49,Low,Unemployed,648,2022-06-09,3529.25,0,4963.46,HDFC,West,None,61.29,0,0
1848,28,High,Employed,738,2020-07-10,46733.88,0,142174.62,Axis,North,None,41.7,0,1
1849,46,Medium,Employed,769,2021-03-25,26271.82,0,77982.11,Kotak Mahindra,South,None,23.3,0,1
1850,41,Medium,Employed,668,2021-12-11,28631.51,0,80838.3,IDFC First,East,None,20.22,1,1
1851,30,Medium,Unemployed,679,2021-07-15,22540.11,0,53615.59,SBI,Central,None,47.76,0,0
1852,54,Low,Employed,740,2021-03-11,12436.27,0,57170.43,HDFC,West,None,57.66,0,1
1853,25,Medium,Employed,622,2020-12-06,28467.13,0,135126.02,RBL,East,None,31.12,0,1
1854,46,High,Employed,790,2020-09-29,30740.0,0,21853.39,Kotak Mahindra,Central,None,25.0,0,1
1855,47,Low,Unemployed,708,2021-09-17,16537.91,0,33509.72,Kotak Mahindra,North,None,29.86,0,0
1856,30,Medium,Student,582,2023-03-15,26510.65,0,111906.22,HDFC,South,None,43.26,0,1
1857,50,High,Employed,712,2021-06-02,67894.16,0,238469.56,SBI,West,None,56.27,0,1
1858,34,Low,Student,646,2021-10-26,7307.42,0,16319.73,HDFC,Central,None,47.53,0,0
1859,39,High,Employed,785,2020-04-29,56936.7,0,211488.38,Others,Central,None,40.7,0,1
1860,39,High,Employed,615,2020-01-09,45447.22,0,78346.84,SBI,Central,None,68.25,0,0
1861,35,Medium,Student,876,2020-08-17,29700.26,0,53273.38,HDFC,North,None,94.76,0,1
1862,45,Low,Employed,689,2022-01-18,5905.3,0,14846.59,Axis,North,None,40.3,0,0
1863,44,Low,Employed,744,2020-10-24,5220.6,0,15648.73,RBL,North,None,72.2,0,1
1864,19,Low,Employed,783,2020-11-03,14163.1,0,41747.62,HDFC,East,None,26.4,0,0
1865,50,High,Self-Employed,668,2020-09-15,44859.17,0,124402.42,Axis,West,None,63.31,0,1
1866,20,High,Unemployed,623,2022-04-02,59651.82,0,158638.54,HDFC,Central,None,24.15,0,0
1867,47,Medium,Unemployed,599,2021-10-13,5886.16,0,13706.85,Axis,East,None,32.98,0,0
1868,48,Low,Employed,646,2022-03-16,3971.38,1,8367.85,Kotak Mahindra,West,Overspending,39.23,0,0
1869,26,Low,Unemployed,646,2023-08-20,5385.6,0,13480.69,Axis,West,None,1.6,0,0
1870,32,Medium,Employed,691,2021-07-03,32979.87,0,93418.15,IDFC First,North,None,3.88,0,1
1871,25,Medium,Self-Employed,649,2022-08-08,32597.61,0,55472.4,SBI,South,None,23.31,0,0
1872,34,High,Self-Employed,652,2022-03-15,41751.57,0,47407.58,SBI,Central,None,66.89,0,1
1873,33,Medium,Employed,734,2022-03-09,24809.88,0,64250.52,HDFC,South,None,35.46,0,1
1874,44,High,Employed,652,2021-07-06,43365.3,0,116158.76,SBI,North,None,58.74,0,1
1875,50,Medium,Employed,685,2024-07-16,10026.15,0,21585.8,Kotak Mahindra,East,None,7.2,0,1
1876,50,Medium,Self-Employed,733,2022-07-29,20596.43,0,40482.94,HDFC,South,None,47.4,0,0
1877,31,Medium,Employed,714,2022-04-13,10966.76,0,29284.12,ICICI,South,None,48.91,0,1
1878,34,High,Employed,637,2021-03-29,32379.85,0,79395.43,ICICI,Central,None,21.13,0,0
1879,20,Medium,Employed,698,2021-08-24,17754.85,0,43215.86,Others,Central,None,77.42,0,0
1880,28,Low,Employed,726,2022-12-16,16253.82,0,72588.95,Others,Central,None,15.03,0,0
1881,46,Low,Self-Employed,739,2021-11-30,8789.02,0,5892.16,SBI,East,None,35.23,0,0
1882,53,Low,Employed,654,2022-01-11,5963.33,0,7276.29,Axis,Central,None,89.16,0,0
1883,24,Medium,Employed,666,2021-08-05,26137.17,0,60966.56,SBI,South,None,21.23,0,1
1884,31,Low,Self-Employed,638,2022-01-27,4696.41,0,15070.43,HDFC,South,None,27.62,0,0
1885,36,Low,Unemployed,591,2021-07-17,21287.29,0,38367.88,ICICI,West,None,43.32,0,1
1886,39,Medium,Employed,724,2022-08-11,24301.21,0,31913.67,HDFC,South,None,13.69,0,1
1887,28,Low,Employed,735,2021-11-10,0.0,0,0.0,HDFC,South,None,50.33,1,0
1888,41,High,Student,723,2021-04-21,23916.36,0,55484.45,HDFC,South,None,4.62,0,1
1889,32,Medium,Employed,694,2022-08-27,38012.63,0,29776.95,Others,West,None,40.4,0,1
1890,36,Medium,Student,575,2021-05-02,21481.23,0,62765.68,Kotak Mahindra,North,None,69.15,0,1
1891,42,Low,Employed,740,2022-01-01,5635.13,0,13223.04,Kotak Mahindra,North,None,52.87,0,0
1892,37,Low,Employed,709,2021-06-17,10028.01,0,30177.68,HDFC,Central,None,39.28,0,1
1893,32,Medium,Employed,703,2020-12-05,4105.61,0,12106.2,RBL,Central,None,33.61,0,1
1894,35,High,Employed,622,2021-07-18,20565.68,0,5194.38,SBI,West,None,38.51,0,1
1895,36,Medium,Unemployed,618,2020-12-21,5926.28,0,14602.91,Federal,East,None,34.31,1,0
1896,33,Low,Student,588,2022-05-17,6160.88,0,14725.53,ICICI,West,None,48.02,0,0
1897,34,Medium,Student,688,2020-10-10,36092.58,0,73472.63,HDFC,North,None,53.26,1,1
1898,52,Low,Unemployed,604,2021-10-12,10987.44,0,30538.33,Others,East,None,42.98,1,1
1899,42,High,Unemployed,598,2021-12-21,49576.07,0,107224.75,RBL,West,None,54.51,0,1
1900,34,High,Self-Employed,587,2023-02-05,26801.25,0,48091.67,Others,South,None,50.55,0,0
1901,43,Medium,Unemployed,691,2020-10-31,27797.2,1,62682.42,IDFC First,Central,Job Loss,15.36,0,1
1902,33,Medium,Employed,684,2020-03-28,12238.61,0,20495.79,Kotak Mahindra,Central,None,0.0,0,1
1903,48,High,Employed,705,2022-06-18,35911.17,0,93230.46,SBI,East,None,43.81,0,1
1904,40,Medium,Self-Employed,635,2022-05-06,27546.09,0,53473.89,Axis,South,None,31.27,0,1
1905,35,Medium,Unemployed,530,2020-06-02,19188.98,0,42045.84,Axis,Central,None,44.25,0,1
1906,41,High,Self-Employed,648,2021-12-07,58293.49,0,58935.84,HDFC,Central,None,74.02,0,0
1907,21,Medium,Unemployed,607,2020-04-22,17994.87,0,24571.68,SBI,East,None,34.82,0,1
1908,25,Medium,Employed,717,2022-07-09,33579.17,0,96147.82,Kotak Mahindra,West,None,46.55,0,1
1909,25,High,Self-Employed,658,2021-06-10,48349.68,0,181821.21,HDFC,West,None,23.57,0,1
1910,38,Medium,Student,616,2023-03-01,11181.99,0,27971.72,RBL,East,None,49.95,0,1
1911,54,Medium,Employed,609,2021-06-26,14566.02,0,60757.38,HDFC,Central,None,24.52,1,0
1912,59,Low,Student,662,2020-05-02,6884.37,0,21096.64,Axis,Central,None,60.09,0,0
1913,43,Low,Employed,652,2021-11-01,12786.02,0,28755.89,HDFC,North,None,42.58,0,1
1914,42,Low,Self-Employed,759,2020-02-12,17186.86,0,69208.61,SBI,West,None,37.26,0,1
1915,18,Medium,Unemployed,639,2021-03-05,5130.82,0,8719.29,HDFC,East,None,7.3,1,0
1916,31,Medium,Employed,733,2022-01-21,16137.67,0,46203.1,HDFC,West,None,12.7,0,0
1917,29,High,Employed,685,2020-05-20,64525.64,0,174370.09,Axis,Central,None,52.25,0,1
1918,30,Medium,Employed,712,2021-10-15,19442.64,0,2020.6,HDFC,East,None,63.46,1,1
1919,35,Medium,Employed,646,2020-12-28,18444.35,0,40998.45,SBI,South,None,45.01,0,1
1920,32,Low,Employed,629,2022-11-25,10872.5,0,46074.25,Axis,West,None,35.55,0,0
1921,18,High,Employed,700,2022-06-18,13068.05,0,26338.21,SBI,Central,None,41.1,0,1
1922,44,Medium,Student,694,2020-10-10,26067.56,0,51696.9,HDFC,Central,None,37.4,0,1
1923,26,Medium,Employed,583,2020-10-01,23063.13,0,70079.56,Kotak Mahindra,East,None,26.16,0,1
1924,39,Low,Employed,670,2021-11-26,8986.88,0,2348.93,SBI,East,None,13.07,0,1
1925,57,Medium,Student,770,2022-09-29,30805.46,0,101066.59,Kotak Mahindra,South,None,13.48,0,1
1926,27,Medium,Student,688,2023-12-11,19310.72,0,40575.41,Axis,Central,None,26.45,0,1
1927,18,Medium,Self-Employed,772,2021-06-11,20403.4,0,29535.79,ICICI,Central,None,42.05,0,0
1928,34,High,Employed,661,2020-12-07,43611.39,0,148391.08,Others,Central,None,13.86,1,1
1929,48,High,Employed,672,2021-02-15,0.0,0,0.0,Axis,Central,None,38.54,0,1
1930,56,High,Employed,758,2020-11-30,60957.2,0,243056.06,HDFC,West,None,25.59,0,1
1931,24,Medium,Employed,737,2020-10-25,25936.71,0,74546.41,ICICI,North,None,6.83,0,1
1932,41,High,Self-Employed,674,2022-02-23,50802.08,0,134975.07,ICICI,South,None,27.66,0,1
1933,32,High,Employed,624,2021-08-29,46808.96,0,127910.63,RBL,Central,None,45.2,0,1
1934,35,Low,Self-Employed,749,2021-06-13,14792.67,0,34895.33,Axis,North,None,27.53,0,1
1935,63,Medium,Employed,850,2021-03-04,22130.75,0,34117.79,HDFC,West,None,69.77,0,1
1936,21,Low,Employed,605,2022-09-05,6928.6,0,21963.86,SBI,West,None,52.54,0,0
1937,39,Low,Employed,784,2020-05-03,0.0,0,0.0,Axis,East,None,61.09,0,1
1938,41,Low,Unemployed,601,2021-04-12,1649.87,0,5552.4,SBI,East,None,100.0,0,0
1939,47,Low,Employed,679,2021-08-28,6476.41,0,11845.08,HDFC,West,None,28.62,0,0
1940,37,Medium,Employed,716,2022-10-11,20998.92,1,34804.4,HDFC,Central,Overspending,11.54,0,0
1941,40,Medium,Employed,627,2020-09-10,14096.3,0,36659.69,Others,North,None,24.44,0,1
1942,33,Low,Employed,697,2021-03-15,6851.23,0,17483.15,ICICI,East,None,41.4,0,0
1943,39,Medium,Self-Employed,583,2021-01-12,10955.35,0,29697.79,HDFC,East,None,47.95,0,1
1944,33,High,Employed,728,2021-07-24,58884.18,0,139415.72,SBI,North,None,44.3,1,1
1945,43,High,Employed,834,2021-07-03,34302.38,0,124861.78,Federal,West,None,31.4,0,1
1946,33,Medium,Unemployed,591,2022-05-09,31788.3,1,22756.48,Axis,West,Overspending,48.58,0,0
1947,40,Medium,Employed,689,2021-09-14,17378.1,0,33685.36,ICICI,South,None,63.01,0,1
1948,36,Low,Employed,692,2021-06-21,9810.6,0,25418.75,SBI,North,None,25.04,0,0
1949,48,Low,Employed,759,2021-05-12,10341.11,0,26792.99,Axis,Central,None,21.5,0,1
1950,36,Low,Employed,724,2021-02-18,8802.75,1,19671.12,Axis,East,Overspending,79.37,0,0
1951,19,Medium,Employed,755,2023-03-20,8958.55,1,13709.88,Axis,North,Job Loss,17.58,0,0
1952,49,High,Self-Employed,649,2022-07-25,33163.79,0,0.0,Kotak Mahindra,Central,None,57.27,0,1
1953,27,Low,Self-Employed,706,2021-05-12,0.0,0,0.0,HDFC,West,None,36.07,0,1
1954,30,Low,Employed,497,2021-07-17,16213.05,0,43305.03,HDFC,South,None,69.88,0,1
1955,31,Low,Self-Employed,720,2020-04-25,0.0,0,0.0,HDFC,West,None,34.21,0,1
1956,50,Medium,Employed,626,2021-07-11,28419.93,1,13817.74,ICICI,West,Job Loss,48.23,0,0
1957,18,Low,Employed,680,2020-09-18,8542.52,0,12894.39,ICICI,North,None,13.82,0,1
1958,68,Medium,Unemployed,674,2020-11-30,2634.21,0,6073.83,Kotak Mahindra,West,None,26.46,0,0
1959,47,Low,Employed,607,2020-05-19,9302.73,0,9167.42,Axis,East,None,45.02,0,0
1960,39,Medium,Employed,765,2020-07-01,8933.86,0,19015.35,Others,North,None,26.76,0,1
1961,36,Low,Unemployed,622,2021-11-29,10162.17,1,34352.95,SBI,West,Medical,14.38,0,0
1962,39,Medium,Employed,787,2020-05-12,19424.88,0,32495.06,ICICI,East,None,82.68,1,0
1963,42,Low,Employed,645,2022-04-20,9147.37,0,34171.93,Axis,North,None,39.69,0,0
1964,43,Medium,Self-Employed,571,2021-02-23,16309.53,0,27630.41,SBI,East,None,63.08,0,0
1965,42,Medium,Self-Employed,678,2021-05-24,33298.5,0,109000.59,ICICI,South,None,78.47,0,1
1966,37,Medium,Unemployed,665,2022-09-09,9841.8,0,16642.81,HDFC,North,None,29.64,0,1
1967,35,Medium,Employed,740,2022-02-14,13255.81,0,51187.97,HDFC,North,None,38.43,0,1
1968,35,Low,Employed,631,2020-09-25,7143.71,1,20316.27,ICICI,South,Job Loss,41.61,0,0
1969,35,Low,Employed,602,2020-05-25,7488.57,0,22037.41,SBI,South,None,49.5,0,0
1970,48,Medium,Employed,681,2020-06-04,8683.13,0,13234.14,IDFC First,South,None,62.43,0,1
1971,42,Medium,Employed,730,2022-03-21,46.55,0,84.8,SBI,East,None,59.52,0,0
1972,18,Medium,Self-Employed,707,2021-07-01,23555.43,0,68518.18,SBI,East,None,54.63,0,1
1973,43,Medium,Employed,794,2021-02-17,23275.46,0,71845.52,SBI,North,None,33.81,0,0
1974,38,High,Employed,677,2022-01-21,74056.7,0,113017.9,SBI,South,None,40.58,0,1
1975,36,Medium,Employed,589,2021-03-13,32518.34,0,122820.34,SBI,Central,None,15.26,0,1
1976,33,Low,Student,731,2020-10-09,8330.88,0,22244.38,RBL,West,None,54.33,0,1
1977,48,Medium,Unemployed,641,2021-02-26,13247.83,0,40010.65,Axis,East,None,86.36,1,0
1978,46,Low,Student,676,2020-09-13,13641.79,0,38798.96,Axis,Central,None,45.38,1,1
1979,29,Medium,Employed,746,2021-03-19,11514.72,0,13344.78,ICICI,West,None,68.06,0,1
1980,41,Low,Employed,775,2021-09-11,12464.25,0,50299.66,SBI,North,None,56.89,0,1
1981,27,Low,Employed,698,2022-02-04,826.07,0,3284.64,Axis,Central,None,29.11,0,0
1982,23,High,Self-Employed,750,2021-04-23,79316.97,0,173765.82,HDFC,West,None,23.09,0,0
1983,30,Medium,Employed,733,2021-10-26,9317.89,0,41678.75,SBI,East,None,17.33,0,0
1984,45,Low,Employed,660,2020-07-24,3050.05,0,8124.39,HDFC,West,None,42.45,0,0
1985,46,Low,Employed,686,2020-09-19,0.0,1,0.0,Others,East,Overspending,51.13,0,0
1986,42,Medium,Employed,737,2020-03-10,16026.68,0,36942.91,RBL,South,None,52.34,0,1
1987,44,High,Employed,657,2021-05-02,48719.22,0,113781.44,SBI,West,None,17.76,0,0
1988,42,Medium,Employed,753,2020-06-03,14022.34,0,62063.53,SBI,South,None,64.8,0,0
1989,30,High,Employed,709,2021-05-03,22226.36,1,74448.61,RBL,Central,Job Loss,29.14,0,1
1990,41,Low,Employed,722,2022-03-20,754.45,0,1993.63,Kotak Mahindra,West,None,42.47,0,0
1991,45,Medium,Employed,786,2022-08-03,22798.43,0,46187.26,ICICI,Central,None,27.38,0,1
1992,44,Medium,Self-Employed,701,2020-08-08,26953.64,0,54917.29,Axis,Central,None,16.61,0,1
1993,48,Medium,Employed,704,2021-12-01,21635.79,0,49653.01,IDFC First,West,None,15.01,0,1
1994,44,Low,Self-Employed,675,2021-07-26,11461.3,0,16997.27,Others,South,None,54.33,0,1
1995,40,Medium,Employed,691,2021-02-12,7847.94,0,21333.54,IDFC First,Central,None,39.87,0,1
1996,47,Medium,Employed,718,2021-05-08,13670.91,0,54567.3,HDFC,North,None,18.14,0,1
1997,36,Medium,Employed,781,2022-04-16,17996.3,0,67462.17,Axis,Central,None,27.76,0,0
1998,28,Medium,Student,623,2022-07-10,32775.37,0,19011.52,ICICI,South,None,68.79,0,1
1999,35,Medium,Employed,658,2024-03-17,32717.37,1,85442.4,Axis,Central,Job Loss,57.96,0,0
2000,29,Medium,Employed,777,2022-05-12,27932.52,0,8494.28,HDFC,West,None,52.55,0,1
2001,30,Low,Employed,666,2021-08-02,11843.14,0,39678.85,Federal,North,None,82.32,0,0
2002,35,Medium,Employed,712,2022-01-04,12109.58,0,29561.13,RBL,South,None,70.18,1,1
2003,29,Medium,Employed,664,2021-06-23,21033.04,0,96200.91,ICICI,South,None,40.93,0,1
2004,33,High,Employed,599,2023-07-10,6664.8,1,19570.05,Axis,South,Medical,29.21,0,1
2005,18,Low,Employed,711,2021-08-20,11842.82,0,18431.87,Others,Central,None,91.82,0,1
2006,39,Medium,Employed,766,2020-03-02,17505.4,0,19329.86,Others,East,None,64.29,0,1
2007,37,Low,Self-Employed,676,2022-02-17,18208.57,0,46726.22,Kotak Mahindra,Central,None,29.28,0,0
2008,28,Low,Employed,611,2020-12-23,9305.46,0,25951.29,ICICI,Central,None,13.47,0,1
2009,43,Medium,Employed,706,2021-01-02,12447.36,0,25850.49,Axis,North,None,0.0,1,0
2010,46,Medium,Unemployed,584,2020-05-21,17264.02,0,39752.52,SBI,South,None,14.58,0,0
2011,20,Low,Self-Employed,522,2022-11-18,4844.58,1,8477.62,Axis,South,Job Loss,30.42,0,0
2012,29,Medium,Employed,695,2022-03-21,14184.73,0,38198.48,IDFC First,North,None,66.92,0,1
2013,29,High,Employed,731,2020-09-22,39553.54,0,80965.99,Kotak Mahindra,West,None,60.19,0,0
2014,27,High,Self-Employed,750,2021-06-21,20264.5,0,39725.13,HDFC,East,None,45.57,0,1
2015,45,Low,Employed,805,2022-05-24,7708.65,0,10235.89,SBI,North,None,52.38,0,0
2016,35,Medium,Student,699,2021-04-20,258.93,0,1089.59,HDFC,Central,None,24.38,0,1
2017,34,Medium,Employed,756,2021-06-19,21606.07,0,35110.77,HDFC,West,None,14.06,0,0
2018,18,Low,Employed,622,2021-11-06,4202.49,0,13548.78,HDFC,North,None,35.42,0,0
2019,43,Medium,Student,757,2021-03-13,6515.19,0,14708.68,IDFC First,West,None,59.82,0,0
2020,24,Medium,Student,736,2021-08-28,27240.97,0,76924.1,RBL,South,None,41.18,0,0
2021,37,Low,Employed,677,2022-03-25,0.0,1,0.0,SBI,Central,Overspending,54.19,0,0
2022,39,High,Self-Employed,720,2021-03-18,52496.66,0,104955.97,Federal,East,None,41.26,0,1
2023,50,High,Employed,734,2021-01-24,49378.79,1,113586.51,IDFC First,South,Medical,14.53,1,0
